,Time,Resource,State,Activity,Expected End Time,Material,Target location
0,14.532971605505873,R3,Breakdownstate_2,start state,44.53297160550587,,
1,44.53297160550587,R3,Breakdownstate_2,end state,44.53297160550587,,
2,44.53297160550587,R3,P1,start state,55.33238537134705,Material_1 instance N.0,
4,47.596494292009965,R3,Breakdownstate_2,start state,77.59649429200996,,
3,47.596494292009965,R3,P1,start interrupt,55.33238537134705,Material_1 instance N.0,
5,51.78958106440759,R4,Breakdownstate_1,start state,81.7895810644076,,
6,54.76032510318161,TR1,Breakdownstate_1,start state,84.7603251031816,,
7,62.325285091455754,R1,P1,start state,79.34091198931719,Material_2 instance N.2,
8,66.95892735557405,R2,P3,start state,88.464379650584,Material_3 instance N.3,
9,77.59649429200996,R3,Breakdownstate_2,end state,77.59649429200996,,
10,77.59649429200996,R3,P1,end interrupt,85.33238537134706,Material_1 instance N.0,
11,79.34091198931719,R1,P1,end state,79.34091198931719,Material_2 instance N.2,
12,79.34091198931719,TR2,TP1,start state,79.9909119893172,Material_2 instance N.2,R1
13,79.9909119893172,TR2,TP1,end state,79.9909119893172,Material_2 instance N.2,R1
14,79.9909119893172,TR2,TP1,start state,80.47424532265053,Material_2 instance N.2,R2
15,80.47424532265053,TR2,TP1,end state,80.47424532265053,Material_2 instance N.2,R2
16,81.7895810644076,R4,Breakdownstate_1,end state,81.7895810644076,,
17,84.7603251031816,TR1,Breakdownstate_1,end state,84.7603251031816,,
18,85.33238537134706,R3,P1,end state,85.33238537134706,Material_1 instance N.0,
19,85.33238537134706,R3,P1,start state,99.20668391683473,Material_3 instance N.1,
20,85.33238537134706,TR1,TP1,start state,85.81571870468039,Material_1 instance N.0,R3
21,85.81571870468039,TR1,TP1,end state,85.81571870468039,Material_1 instance N.0,R3
22,85.81571870468039,TR1,TP1,start state,86.29905203801373,Material_1 instance N.0,R2
23,86.29905203801373,TR1,TP1,end state,86.29905203801373,Material_1 instance N.0,R2
24,88.464379650584,R2,P3,end state,88.464379650584,Material_3 instance N.3,
25,88.464379650584,R2,P3,start state,110.2142777813642,Material_3 instance N.5,
26,88.464379650584,TR1,TP1,start state,88.614379650584,Material_3 instance N.3,R2
27,88.614379650584,TR1,TP1,end state,88.614379650584,Material_3 instance N.3,R2
28,99.20668391683473,R3,P1,end state,99.20668391683473,Material_3 instance N.1,
29,99.20668391683473,R3,P1,start state,117.0137724616884,Material_3 instance N.4,
30,99.20668391683473,TR1,TP1,start state,99.69001725016807,Material_3 instance N.1,R3
31,99.69001725016807,TR1,TP1,end state,99.69001725016807,Material_3 instance N.1,R3
32,99.69001725016807,TR1,TP1,start state,100.1733505835014,Material_3 instance N.1,R4
33,100.1733505835014,TR1,TP1,end state,100.1733505835014,Material_3 instance N.1,R4
34,100.1733505835014,R4,P1,start state,113.49824361952025,Material_3 instance N.1,
35,110.2142777813642,R2,P3,end state,110.2142777813642,Material_3 instance N.5,
36,110.2142777813642,TR1,TP1,start state,111.03094444803087,Material_3 instance N.5,R2
37,110.2142777813642,R2,P2,start state,125.2142777813642,Material_2 instance N.2,
38,111.03094444803087,TR1,TP1,end state,111.03094444803087,Material_3 instance N.5,R2
39,111.03094444803087,TR1,TP1,start state,111.5142777813642,Material_3 instance N.5,R1
40,111.5142777813642,TR1,TP1,end state,111.5142777813642,Material_3 instance N.5,R1
41,111.5142777813642,R1,P2,start state,126.5142777813642,Material_3 instance N.5,
42,113.49824361952025,R4,P1,end state,113.49824361952025,Material_3 instance N.1,
43,117.0137724616884,R3,P1,end state,117.0137724616884,Material_3 instance N.4,
44,117.0137724616884,TR2,TP1,start state,117.49710579502174,Material_3 instance N.4,R3
45,117.49710579502174,TR2,TP1,end state,117.49710579502174,Material_3 instance N.4,R3
46,117.49710579502174,TR2,TP1,start state,118.3137724616884,Material_3 instance N.4,R1
47,118.3137724616884,TR2,TP1,end state,118.3137724616884,Material_3 instance N.4,R1
48,118.3137724616884,R1,P1,start state,123.470761924544,Material_3 instance N.4,
49,123.470761924544,R1,P1,end state,123.470761924544,Material_3 instance N.4,
50,125.2142777813642,R2,P2,end state,125.2142777813642,Material_2 instance N.2,
51,125.2142777813642,TR2,TP1,start state,125.69761111469754,Material_2 instance N.2,R2
52,125.2142777813642,R2,P2,start state,140.21427778136422,Material_1 instance N.0,
53,125.69761111469754,TR2,TP1,end state,125.69761111469754,Material_2 instance N.2,R2
54,125.69761111469754,TR2,TP1,start state,126.18094444803087,Material_2 instance N.2,R3
55,126.18094444803087,TR2,TP1,end state,126.18094444803087,Material_2 instance N.2,R3
56,126.18094444803087,R3,P3,start state,146.8131057502836,Material_2 instance N.2,
57,126.5142777813642,R1,P2,end state,126.5142777813642,Material_3 instance N.5,
58,126.5142777813642,TR1,TP1,start state,127.33094444803086,Material_3 instance N.5,R3
59,127.33094444803086,TR1,TP1,end state,127.33094444803086,Material_3 instance N.5,R3
60,127.33094444803086,R3,P1,start state,143.53187527522726,Material_3 instance N.5,
61,131.53995531829574,R4,P1,start state,145.66300118370071,Material_1 instance N.6,
62,140.21427778136422,R2,P2,end state,140.21427778136422,Material_1 instance N.0,
63,140.21427778136422,TR1,TP1,start state,140.69761111469754,Material_1 instance N.0,R2
64,140.21427778136422,R2,P2,start state,155.21427778136422,Material_3 instance N.3,
65,140.69761111469754,TR1,TP1,end state,140.69761111469754,Material_1 instance N.0,R2
66,140.69761111469754,TR1,TP1,start state,140.84761111469754,Material_1 instance N.0,R2
67,140.84761111469754,TR1,TP1,end state,140.84761111469754,Material_1 instance N.0,R2
68,143.53187527522726,R3,P1,end state,143.53187527522726,Material_3 instance N.5,
69,145.66300118370071,R4,P1,end state,145.66300118370071,Material_1 instance N.6,
70,145.66300118370071,TR1,TP1,start state,146.47966785036738,Material_1 instance N.6,R4
71,146.47966785036738,TR1,TP1,end state,146.47966785036738,Material_1 instance N.6,R4
72,146.47966785036738,TR1,TP1,start state,147.29633451703404,Material_1 instance N.6,R2
73,146.8131057502836,R3,P3,end state,146.8131057502836,Material_2 instance N.2,
74,146.8131057502836,TR2,TP1,start state,147.29643908361692,Material_2 instance N.2,R4
75,147.29633451703404,TR1,TP1,end state,147.29633451703404,Material_1 instance N.6,R2
76,147.29643908361692,TR2,TP1,end state,147.29643908361692,Material_2 instance N.2,R4
77,147.29643908361692,R4,P1,start state,165.55415145659467,Material_2 instance N.2,
78,150.59582865452387,R4,P1,start state,166.17419849826246,Material_3 instance N.7,
80,151.77987364681618,R2,Breakdownstate_2,start state,181.77987364681618,,
79,151.77987364681618,R2,P2,start interrupt,155.21427778136422,Material_3 instance N.3,
83,152.30009368873408,R4,Breakdownstate_1,start state,182.30009368873408,,
81,152.30009368873408,R4,P1,start interrupt,165.55415145659467,Material_2 instance N.2,
82,152.30009368873408,R4,P1,start interrupt,166.17419849826246,Material_3 instance N.7,
84,169.6341880297412,TR2,Breakdownstate_1,start state,199.6341880297412,,
85,177.45021108990025,R1,P2,start state,192.45021108990025,Material_3 instance N.12,
86,181.77987364681618,R2,Breakdownstate_2,end state,181.77987364681618,,
87,181.77987364681618,R2,P2,end interrupt,185.21427778136422,Material_3 instance N.3,
88,182.30009368873408,R4,Breakdownstate_1,end state,182.30009368873408,,
89,182.30009368873408,R4,P1,end interrupt,195.55415145659467,Material_2 instance N.2,
90,182.30009368873408,R4,P1,end interrupt,196.17419849826246,Material_3 instance N.7,
93,183.6702845269735,R4,Breakdownstate_1,start state,213.6702845269735,,
91,183.6702845269735,R4,P1,start interrupt,195.55415145659467,Material_2 instance N.2,
92,183.6702845269735,R4,P1,start interrupt,196.17419849826246,Material_3 instance N.7,
94,185.21427778136422,R2,P2,end state,185.21427778136422,Material_3 instance N.3,
95,185.21427778136422,R2,P3,start state,209.09409441288932,Material_1 instance N.0,
96,185.21427778136422,TR1,TP1,start state,185.69761111469754,Material_3 instance N.3,R1
97,185.69761111469754,TR1,TP1,end state,185.69761111469754,Material_3 instance N.3,R1
98,185.69761111469754,R1,P1,start state,205.10346178316678,Material_3 instance N.3,
99,192.45021108990025,R1,P2,end state,192.45021108990025,Material_3 instance N.12,
100,192.45021108990025,R1,P1,start state,212.75372929716562,Material_1 instance N.13,
101,199.6341880297412,TR2,Breakdownstate_1,end state,199.6341880297412,,
102,199.6341880297412,TR2,TP1,start state,200.11752136307453,Material_3 instance N.12,R1
103,200.11752136307453,TR2,TP1,end state,200.11752136307453,Material_3 instance N.12,R1
104,200.11752136307453,TR2,TP1,start state,200.60085469640785,Material_3 instance N.12,R2
105,200.60085469640785,TR2,TP1,end state,200.60085469640785,Material_3 instance N.12,R2
106,205.10346178316678,R1,P1,end state,205.10346178316678,Material_3 instance N.3,
107,209.09409441288932,R2,P3,end state,209.09409441288932,Material_1 instance N.0,
108,209.09409441288932,R2,P2,start state,224.09409441288932,Material_1 instance N.6,
109,209.3483560632134,R1,P1,start state,232.8988434958382,Material_3 instance N.16,
110,212.75372929716562,R1,P1,end state,212.75372929716562,Material_1 instance N.13,
111,212.75372929716562,TR2,TP1,start state,213.23706263049894,Material_1 instance N.13,R1
112,213.23706263049894,TR2,TP1,end state,213.23706263049894,Material_1 instance N.13,R1
113,213.23706263049894,TR2,TP1,start state,213.38706263049895,Material_1 instance N.13,R1
114,213.38706263049895,TR2,TP1,end state,213.38706263049895,Material_1 instance N.13,R1
115,213.38706263049895,R1,P2,start state,228.38706263049895,Material_1 instance N.13,
116,213.6702845269735,R4,Breakdownstate_1,end state,213.6702845269735,,
117,213.6702845269735,R4,P1,end interrupt,225.55415145659467,Material_2 instance N.2,
118,213.6702845269735,R4,P1,end interrupt,226.17419849826246,Material_3 instance N.7,
119,224.09409441288932,R2,P2,end state,224.09409441288932,Material_1 instance N.6,
120,224.09409441288932,TR1,TP1,start state,224.57742774622264,Material_1 instance N.6,R2
121,224.09409441288932,R2,P2,start state,239.09409441288932,Material_3 instance N.9,
122,224.57742774622264,TR1,TP1,end state,224.57742774622264,Material_1 instance N.6,R2
123,224.57742774622264,TR1,TP1,start state,225.3940944128893,Material_1 instance N.6,R4
124,225.3940944128893,TR1,TP1,end state,225.3940944128893,Material_1 instance N.6,R4
125,225.55415145659467,R4,P1,end state,225.55415145659467,Material_2 instance N.2,
126,225.55415145659467,R4,P1,start state,245.52561782045584,Material_2 instance N.8,
127,226.17419849826246,R4,P1,end state,226.17419849826246,Material_3 instance N.7,
128,226.17419849826246,R4,P1,start state,242.23742149671523,Material_2 instance N.10,
129,226.17419849826246,TR1,TP1,start state,226.32419849826246,Material_3 instance N.7,R4
130,226.32419849826246,TR1,TP1,end state,226.32419849826246,Material_3 instance N.7,R4
131,228.38706263049895,R1,P2,end state,228.38706263049895,Material_1 instance N.13,
132,228.38706263049895,TR1,TP1,start state,228.87039596383227,Material_1 instance N.13,R1
133,228.87039596383227,TR1,TP1,end state,228.87039596383227,Material_1 instance N.13,R1
134,228.87039596383227,TR1,TP1,start state,229.3537292971656,Material_1 instance N.13,R2
135,229.3537292971656,TR1,TP1,end state,229.3537292971656,Material_1 instance N.13,R2
136,232.8988434958382,R1,P1,end state,232.8988434958382,Material_3 instance N.16,
137,232.8988434958382,TR1,TP1,start state,233.38217682917153,Material_3 instance N.16,R1
138,233.38217682917153,TR1,TP1,end state,233.38217682917153,Material_3 instance N.16,R1
139,233.38217682917153,TR1,TP1,start state,233.53217682917153,Material_3 instance N.16,R1
140,233.53217682917153,TR1,TP1,end state,233.53217682917153,Material_3 instance N.16,R1
141,233.53217682917153,R1,P1,start state,246.814154920266,Material_3 instance N.16,
142,239.09409441288932,R2,P2,end state,239.09409441288932,Material_3 instance N.9,
143,239.09409441288932,TR1,TP1,start state,239.57742774622264,Material_3 instance N.9,R2
144,239.09409441288932,R2,P3,start state,263.61654644264075,Material_3 instance N.12,
145,239.57742774622264,TR1,TP1,end state,239.57742774622264,Material_3 instance N.9,R2
146,239.57742774622264,TR1,TP1,start state,240.06076107955596,Material_3 instance N.9,R3
147,240.06076107955596,TR1,TP1,end state,240.06076107955596,Material_3 instance N.9,R3
148,240.06076107955596,R3,P3,start state,259.41000384639665,Material_3 instance N.9,
149,242.23742149671523,R4,P1,end state,242.23742149671523,Material_2 instance N.10,
150,242.23742149671523,TR1,TP1,start state,242.72075483004855,Material_2 instance N.10,R4
151,242.23742149671523,R4,P1,start state,257.8609562082197,Material_3 instance N.11,
152,242.72075483004855,TR1,TP1,end state,242.72075483004855,Material_2 instance N.10,R4
153,242.72075483004855,TR1,TP1,start state,243.5374214967152,Material_2 instance N.10,R2
154,243.5374214967152,TR1,TP1,end state,243.5374214967152,Material_2 instance N.10,R2
155,245.52561782045584,R4,P1,end state,245.52561782045584,Material_2 instance N.8,
156,245.52561782045584,TR1,TP1,start state,246.3422844871225,Material_2 instance N.8,R4
157,245.52561782045584,R4,P3,start state,271.2657824072438,Material_3 instance N.14,
158,246.3422844871225,TR1,TP1,end state,246.3422844871225,Material_2 instance N.8,R4
159,246.3422844871225,TR1,TP1,start state,246.82561782045582,Material_2 instance N.8,R1
160,246.814154920266,R1,P1,end state,246.814154920266,Material_3 instance N.16,
161,246.82561782045582,TR1,TP1,end state,246.82561782045582,Material_2 instance N.8,R1
162,246.82561782045582,R1,P2,start state,261.8256178204558,Material_2 instance N.8,
163,248.24988176816925,R1,P1,start state,265.36800301115704,Material_1 instance N.18,
164,255.54541294385373,TR1,Breakdownstate_1,start state,285.54541294385376,,
165,257.8609562082197,R4,P1,end state,257.8609562082197,Material_3 instance N.11,
166,257.8609562082197,TR2,TP1,start state,258.34428954155305,Material_3 instance N.11,R4
167,257.8609562082197,R4,P1,start state,269.4112190069035,Material_1 instance N.15,
169,257.9449238251792,TR2,Breakdownstate_1,start state,287.9449238251792,,
168,257.9449238251792,TR2,TP1,start interrupt,258.34428954155305,Material_3 instance N.11,R4
170,259.41000384639665,R3,P3,end state,259.41000384639665,Material_3 instance N.9,
171,261.8256178204558,R1,P2,end state,261.8256178204558,Material_2 instance N.8,
172,261.8256178204558,R1,P1,start state,277.9942206140729,Material_3 instance N.19,
173,263.61654644264075,R2,P3,end state,263.61654644264075,Material_3 instance N.12,
174,263.61654644264075,R2,P3,start state,282.37452739163956,Material_3 instance N.17,
175,265.36800301115704,R1,P1,end state,265.36800301115704,Material_1 instance N.18,
176,265.36800301115704,R1,P1,start state,279.9052673465396,Material_1 instance N.20,
177,269.4112190069035,R4,P1,end state,269.4112190069035,Material_1 instance N.15,
178,269.4112190069035,R4,P3,start state,286.03188153583636,Material_1 instance N.6,
179,271.2657824072438,R4,P3,end state,271.2657824072438,Material_3 instance N.14,
180,271.2657824072438,R4,P1,start state,286.2737931688115,Material_3 instance N.7,
181,277.9942206140729,R1,P1,end state,277.9942206140729,Material_3 instance N.19,
182,277.9942206140729,R1,P1,start state,284.52853828435315,Material_2 instance N.21,
183,279.9052673465396,R1,P1,end state,279.9052673465396,Material_1 instance N.20,
184,282.37452739163956,R2,P3,end state,282.37452739163956,Material_3 instance N.17,
185,282.37452739163956,R2,P3,start state,298.739850918193,Material_1 instance N.13,
186,284.52853828435315,R1,P1,end state,284.52853828435315,Material_2 instance N.21,
187,285.54541294385376,TR1,Breakdownstate_1,end state,285.54541294385376,,
188,285.54541294385376,TR1,TP1,start state,286.3620796105204,Material_3 instance N.9,R3
189,286.03188153583636,R4,P3,end state,286.03188153583636,Material_1 instance N.6,
190,286.2737931688115,R4,P1,end state,286.2737931688115,Material_3 instance N.7,
191,286.3620796105204,TR1,TP1,end state,286.3620796105204,Material_3 instance N.9,R3
192,286.3620796105204,TR1,TP1,start state,286.5120796105204,Material_3 instance N.9,R3
193,286.5120796105204,TR1,TP1,end state,286.5120796105204,Material_3 instance N.9,R3
194,286.5120796105204,TR1,TP1,start state,287.32874627718707,Material_2 instance N.8,R1
195,286.5120796105204,R3,P1,start state,305.4335965414375,Material_3 instance N.9,
196,287.32874627718707,TR1,TP1,end state,287.32874627718707,Material_2 instance N.8,R1
197,287.32874627718707,TR1,TP1,start state,288.1454129438537,Material_2 instance N.8,R3
198,287.9449238251792,TR2,Breakdownstate_1,end state,287.9449238251792,,
199,287.9449238251792,TR2,TP1,end interrupt,288.34428954155305,Material_3 instance N.11,R4
200,288.1454129438537,TR1,TP1,end state,288.1454129438537,Material_2 instance N.8,R3
201,288.1454129438537,TR1,TP1,start state,288.6287462771871,Material_3 instance N.12,R2
202,288.1454129438537,R3,P3,start state,305.7056728077448,Material_2 instance N.8,
203,288.34428954155305,TR2,TP1,end state,288.34428954155305,Material_3 instance N.11,R4
204,288.34428954155305,TR2,TP1,start state,288.8276228748864,Material_3 instance N.11,R1
205,288.6287462771871,TR1,TP1,end state,288.6287462771871,Material_3 instance N.12,R2
206,288.6287462771871,TR1,TP1,start state,289.44541294385374,Material_3 instance N.12,R4
207,288.8276228748864,TR2,TP1,end state,288.8276228748864,Material_3 instance N.11,R1
208,288.8276228748864,TR2,TP1,start state,289.31095620821975,Material_3 instance N.19,R4
209,288.8276228748864,R1,P1,start state,300.7772988106684,Material_3 instance N.11,
210,289.31095620821975,TR2,TP1,end state,289.31095620821975,Material_3 instance N.19,R4
211,289.31095620821975,TR2,TP1,start state,290.1276228748864,Material_1 instance N.15,R2
212,289.31095620821975,R4,P1,start state,305.89412857163364,Material_3 instance N.19,
213,289.44541294385374,TR1,TP1,end state,289.44541294385374,Material_3 instance N.12,R4
214,289.44541294385374,TR1,TP1,start state,289.9287462771871,Material_1 instance N.18,R1
215,289.44541294385374,R4,P1,start state,300.2297938014174,Material_3 instance N.12,
216,289.9287462771871,TR1,TP1,end state,289.9287462771871,Material_1 instance N.18,R1
217,289.9287462771871,TR1,TP1,start state,290.41207961052044,Material_1 instance N.18,R2
218,290.1276228748864,TR2,TP1,end state,290.1276228748864,Material_1 instance N.15,R2
219,290.41207961052044,TR1,TP1,end state,290.41207961052044,Material_1 instance N.18,R2
220,290.41207961052044,TR1,TP1,start state,291.2287462771871,Material_3 instance N.14,R4
221,291.2287462771871,TR1,TP1,end state,291.2287462771871,Material_3 instance N.14,R4
222,291.2287462771871,TR1,TP1,start state,292.04541294385376,Material_3 instance N.14,R2
223,292.04541294385376,TR1,TP1,end state,292.04541294385376,Material_3 instance N.14,R2
224,292.04541294385376,TR1,TP1,start state,292.5287462771871,Material_1 instance N.20,R1
227,292.4963525383187,R4,Breakdownstate_1,start state,322.4963525383187,,
225,292.4963525383187,R4,P1,start interrupt,305.89412857163364,Material_3 instance N.19,
226,292.4963525383187,R4,P1,start interrupt,300.2297938014174,Material_3 instance N.12,
228,292.5287462771871,TR1,TP1,end state,292.5287462771871,Material_1 instance N.20,R1
229,292.5287462771871,TR1,TP1,start state,292.6787462771871,Material_1 instance N.20,R1
230,292.6787462771871,TR1,TP1,end state,292.6787462771871,Material_1 instance N.20,R1
231,292.6787462771871,TR1,TP1,start state,293.16207961052044,Material_3 instance N.17,R2
232,292.6787462771871,R1,P2,start state,307.6787462771871,Material_1 instance N.20,
233,293.16207961052044,TR1,TP1,end state,293.16207961052044,Material_3 instance N.17,R2
234,293.16207961052044,TR1,TP1,start state,293.6454129438538,Material_3 instance N.17,R1
235,293.6454129438538,TR1,TP1,end state,293.6454129438538,Material_3 instance N.17,R1
236,293.6454129438538,TR1,TP1,start state,294.12874627718713,Material_2 instance N.21,R2
237,294.12874627718713,TR1,TP1,end state,294.12874627718713,Material_2 instance N.21,R2
238,298.739850918193,R2,P3,end state,298.739850918193,Material_1 instance N.13,
239,298.739850918193,R2,P2,start state,313.739850918193,Material_2 instance N.10,
240,300.7772988106684,R1,P1,end state,300.7772988106684,Material_3 instance N.11,
241,300.7772988106684,R1,P1,start state,313.1524871948787,Material_1 instance N.22,
242,305.4335965414375,R3,P1,end state,305.4335965414375,Material_3 instance N.9,
243,305.7056728077448,R3,P3,end state,305.7056728077448,Material_2 instance N.8,
244,305.7056728077448,TR2,TP1,start state,306.18900614107815,Material_2 instance N.8,R3
245,306.18900614107815,TR2,TP1,end state,306.18900614107815,Material_2 instance N.8,R3
246,306.18900614107815,TR2,TP1,start state,306.6723394744115,Material_2 instance N.8,R4
247,306.6723394744115,TR2,TP1,end state,306.6723394744115,Material_2 instance N.8,R4
248,307.6787462771871,R1,P2,end state,307.6787462771871,Material_1 instance N.20,
249,307.6787462771871,TR2,TP1,start state,308.16207961052044,Material_1 instance N.20,R1
250,307.6787462771871,R1,P2,start state,322.6787462771871,Material_3 instance N.17,
251,308.16207961052044,TR2,TP1,end state,308.16207961052044,Material_1 instance N.20,R1
252,308.16207961052044,TR2,TP1,start state,308.6454129438538,Material_1 instance N.20,R4
253,308.6454129438538,TR2,TP1,end state,308.6454129438538,Material_1 instance N.20,R4
254,310.59832323666603,R3,P1,start state,328.1734433067063,Material_1 instance N.24,
255,313.1524871948787,R1,P1,end state,313.1524871948787,Material_1 instance N.22,
256,313.1524871948787,TR2,TP1,start state,313.63582052821204,Material_1 instance N.22,R1
257,313.63582052821204,TR2,TP1,end state,313.63582052821204,Material_1 instance N.22,R1
258,313.63582052821204,TR2,TP1,start state,313.785820528212,Material_1 instance N.22,R1
259,313.739850918193,R2,P2,end state,313.739850918193,Material_2 instance N.10,
260,313.739850918193,R2,P2,start state,328.739850918193,Material_1 instance N.15,
261,313.785820528212,TR2,TP1,end state,313.785820528212,Material_1 instance N.22,R1
262,313.785820528212,TR2,TP1,start state,314.26915386154536,Material_2 instance N.10,R2
263,314.26915386154536,TR2,TP1,end state,314.26915386154536,Material_2 instance N.10,R2
264,314.26915386154536,TR2,TP1,start state,314.7524871948787,Material_2 instance N.10,R3
265,314.7524871948787,TR2,TP1,end state,314.7524871948787,Material_2 instance N.10,R3
266,322.4963525383187,R4,Breakdownstate_1,end state,322.4963525383187,,
267,322.4963525383187,R4,P1,end interrupt,335.89412857163364,Material_3 instance N.19,
268,322.4963525383187,R4,P1,end interrupt,330.2297938014174,Material_3 instance N.12,
269,322.6787462771871,R1,P2,end state,322.6787462771871,Material_3 instance N.17,
270,322.6787462771871,R1,P2,start state,337.6787462771871,Material_1 instance N.22,
271,322.6787462771871,TR1,TP1,start state,323.16207961052044,Material_3 instance N.17,R1
272,323.16207961052044,TR1,TP1,end state,323.16207961052044,Material_3 instance N.17,R1
273,323.16207961052044,TR1,TP1,start state,323.3120796105204,Material_3 instance N.17,R1
274,323.3120796105204,TR1,TP1,end state,323.3120796105204,Material_3 instance N.17,R1
275,323.3120796105204,R1,P1,start state,333.84076872861976,Material_3 instance N.17,
276,328.1734433067063,R3,P1,end state,328.1734433067063,Material_1 instance N.24,
277,328.1734433067063,R3,P1,start state,343.62968801102454,Material_2 instance N.25,
278,328.1734433067063,R3,P3,start state,348.4410709928067,Material_2 instance N.10,
279,328.1734433067063,TR2,TP1,start state,328.65677664003965,Material_1 instance N.24,R2
280,328.65677664003965,TR2,TP1,end state,328.65677664003965,Material_1 instance N.24,R2
281,328.739850918193,R2,P2,end state,328.739850918193,Material_1 instance N.15,
282,328.739850918193,TR1,TP1,start state,329.22318425152633,Material_1 instance N.15,R2
283,328.739850918193,R2,P2,start state,343.739850918193,Material_1 instance N.18,
284,329.22318425152633,TR1,TP1,end state,329.22318425152633,Material_1 instance N.15,R2
285,329.22318425152633,TR1,TP1,start state,329.3731842515263,Material_1 instance N.15,R2
286,329.3731842515263,TR1,TP1,end state,329.3731842515263,Material_1 instance N.15,R2
287,330.2297938014174,R4,P1,end state,330.2297938014174,Material_3 instance N.12,
288,330.2297938014174,R4,P1,start state,334.6656099698211,Material_3 instance N.23,
289,333.84076872861976,R1,P1,end state,333.84076872861976,Material_3 instance N.17,
290,334.6656099698211,R4,P1,end state,334.6656099698211,Material_3 instance N.23,
291,334.6656099698211,TR1,TP1,start state,335.48227663648777,Material_3 instance N.23,R4
292,334.6656099698211,R4,P1,start state,347.7071266128834,Material_2 instance N.8,
293,335.48227663648777,TR1,TP1,end state,335.48227663648777,Material_3 instance N.23,R4
294,335.48227663648777,TR1,TP1,start state,335.9656099698211,Material_3 instance N.23,R1
295,335.89412857163364,R4,P1,end state,335.89412857163364,Material_3 instance N.19,
296,335.89412857163364,R4,P3,start state,357.8554861240268,Material_1 instance N.20,
297,335.9656099698211,TR1,TP1,end state,335.9656099698211,Material_3 instance N.23,R1
298,335.9656099698211,R1,P1,start state,350.8198564229207,Material_3 instance N.23,
299,337.6787462771871,R1,P2,end state,337.6787462771871,Material_1 instance N.22,
300,337.6787462771871,TR1,TP1,start state,338.16207961052044,Material_1 instance N.22,R2
301,338.16207961052044,TR1,TP1,end state,338.16207961052044,Material_1 instance N.22,R2
302,343.62968801102454,R3,P1,end state,343.62968801102454,Material_2 instance N.25,
303,343.62968801102454,TR1,TP1,start state,344.1130213443579,Material_2 instance N.25,R3
304,343.739850918193,R2,P2,end state,343.739850918193,Material_1 instance N.18,
305,343.739850918193,R2,P2,start state,358.739850918193,Material_3 instance N.14,
306,344.1130213443579,TR1,TP1,end state,344.1130213443579,Material_2 instance N.25,R3
307,344.1130213443579,TR1,TP1,start state,344.92968801102455,Material_2 instance N.25,R1
308,344.92968801102455,TR1,TP1,end state,344.92968801102455,Material_2 instance N.25,R1
309,344.92968801102455,TR1,TP1,start state,345.4130213443579,Material_1 instance N.18,R2
310,344.92968801102455,R1,P2,start state,359.92968801102455,Material_2 instance N.25,
311,345.4130213443579,TR1,TP1,end state,345.4130213443579,Material_1 instance N.18,R2
312,345.4130213443579,TR1,TP1,start state,346.22968801102456,Material_1 instance N.18,R4
313,346.22968801102456,TR1,TP1,end state,346.22968801102456,Material_1 instance N.18,R4
314,347.7071266128834,R4,P1,end state,347.7071266128834,Material_2 instance N.8,
315,347.7071266128834,R4,P3,start state,367.57892263979784,Material_1 instance N.18,
316,348.4410709928067,R3,P3,end state,348.4410709928067,Material_2 instance N.10,
317,348.4410709928067,TR2,TP1,start state,348.92440432614006,Material_2 instance N.10,R3
318,348.92440432614006,TR2,TP1,end state,348.92440432614006,Material_2 instance N.10,R3
319,348.92440432614006,TR2,TP1,start state,349.4077376594734,Material_2 instance N.10,R4
320,349.4077376594734,TR2,TP1,end state,349.4077376594734,Material_2 instance N.10,R4
321,350.8198564229207,R1,P1,end state,350.8198564229207,Material_3 instance N.23,
322,357.8554861240268,R4,P3,end state,357.8554861240268,Material_1 instance N.20,
323,357.8554861240268,R4,P1,start state,382.5422465758321,Material_2 instance N.10,
324,358.41593667529276,R3,Breakdownstate_2,start state,388.41593667529276,,
325,358.739850918193,R2,P2,end state,358.739850918193,Material_3 instance N.14,
326,358.739850918193,TR2,TP1,start state,359.55651758485965,Material_3 instance N.14,R2
327,358.739850918193,R2,P2,start state,373.739850918193,Material_2 instance N.21,
328,359.55651758485965,TR2,TP1,end state,359.55651758485965,Material_3 instance N.14,R2
329,359.55651758485965,TR2,TP1,start state,360.039850918193,Material_3 instance N.14,R1
330,359.92968801102455,R1,P2,end state,359.92968801102455,Material_2 instance N.25,
331,360.039850918193,TR2,TP1,end state,360.039850918193,Material_3 instance N.14,R1
332,360.039850918193,TR2,TP1,start state,360.52318425152635,Material_2 instance N.25,R2
333,360.039850918193,R1,P1,start state,368.6389279251985,Material_3 instance N.14,
334,360.52318425152635,TR2,TP1,end state,360.52318425152635,Material_2 instance N.25,R2
335,367.57892263979784,R4,P3,end state,367.57892263979784,Material_1 instance N.18,
336,368.6389279251985,R1,P1,end state,368.6389279251985,Material_3 instance N.14,
337,371.5203743296706,TR2,Breakdownstate_1,start state,401.5203743296706,,
338,373.739850918193,R2,P2,end state,373.739850918193,Material_2 instance N.21,
339,373.739850918193,R2,P2,start state,388.739850918193,Material_1 instance N.24,
340,382.5422465758321,R4,P1,end state,382.5422465758321,Material_2 instance N.10,
341,388.41593667529276,R3,Breakdownstate_2,end state,388.41593667529276,,
342,388.739850918193,R2,P2,end state,388.739850918193,Material_1 instance N.24,
