,Time,Resource,State,Activity,Material,Expected End Time,Target location
0,1.5008241238684918,S3,S3,created material,Material_3 instance N.0,,
1,1.5008241238684918,TR2,TP1,start state,Material_3 instance N.0,2.8174907905351585,S3
2,2.8174907905351585,TR2,TP1,end state,Material_3 instance N.0,2.8174907905351585,S3
3,2.8174907905351585,TR2,TP1,start state,Material_3 instance N.0,3.9674907905351584,R3
4,3.9674907905351584,TR2,TP1,end state,Material_3 instance N.0,3.9674907905351584,R3
5,3.9674907905351584,R3,P1,start state,Material_3 instance N.0,16.59104679373931,
6,16.59104679373931,R3,P1,end state,Material_3 instance N.0,16.59104679373931,
7,16.59104679373931,TR1,TP1,start state,Material_3 instance N.0,17.074380127072644,R3
8,17.074380127072644,TR1,TP1,end state,Material_3 instance N.0,17.074380127072644,R3
9,17.074380127072644,TR1,TP1,start state,Material_3 instance N.0,17.224380127072642,R3
10,17.224380127072642,TR1,TP1,end state,Material_3 instance N.0,17.224380127072642,R3
11,17.224380127072642,R3,P1,start state,Material_3 instance N.0,34.91913133474402,
13,19.436034379284404,R3,Breakdownstate_1,start state,,49.43603437928441,
12,19.436034379284404,R3,P1,start interrupt,Material_3 instance N.0,34.91913133474402,
14,24.261849938467467,S1,S1,created material,Material_1 instance N.1,,
15,24.261849938467467,TR1,TP1,start state,Material_1 instance N.1,25.7451832718008,S1
16,25.7451832718008,TR1,TP1,end state,Material_1 instance N.1,25.7451832718008,S1
17,25.7451832718008,TR1,TP1,start state,Material_1 instance N.1,27.228516605134136,R3
18,27.228516605134136,TR1,TP1,end state,Material_1 instance N.1,27.228516605134136,R3
19,27.308438014260553,S1,S1,created material,Material_1 instance N.2,,
20,27.308438014260553,TR1,TP1,start state,Material_1 instance N.2,28.791771347593887,S1
21,28.791771347593887,TR1,TP1,end state,Material_1 instance N.2,28.791771347593887,S1
22,28.791771347593887,TR1,TP1,start state,Material_1 instance N.2,29.608438014260553,R1
23,29.608438014260553,TR1,TP1,end state,Material_1 instance N.2,29.608438014260553,R1
24,29.608438014260553,R1,P1,start state,Material_1 instance N.2,40.649839816080586,
25,29.881883222201818,S2,S2,created material,Material_2 instance N.3,,
26,29.881883222201818,TR2,TP1,start state,Material_2 instance N.3,30.698549888868484,S2
27,30.698549888868484,TR2,TP1,end state,Material_2 instance N.3,30.698549888868484,S2
28,30.698549888868484,TR2,TP1,start state,Material_2 instance N.3,31.848549888868483,R4
29,31.848549888868483,TR2,TP1,end state,Material_2 instance N.3,31.848549888868483,R4
30,31.848549888868483,R4,P1,start state,Material_2 instance N.3,48.84815591376847,
31,40.649839816080586,R1,P1,end state,Material_1 instance N.2,40.649839816080586,
32,40.649839816080586,TR2,TP1,start state,Material_1 instance N.2,41.13317314941392,R1
33,41.13317314941392,TR2,TP1,end state,Material_1 instance N.2,41.13317314941392,R1
34,41.13317314941392,TR2,TP1,start state,Material_1 instance N.2,41.616506482747255,R2
35,41.616506482747255,TR2,TP1,end state,Material_1 instance N.2,41.616506482747255,R2
36,41.616506482747255,R2,P2,start state,Material_1 instance N.2,56.616506482747255,
37,42.95722934482406,TR2,Breakdownstate_1,start state,,72.95722934482406,
38,48.84815591376847,R4,P1,end state,Material_2 instance N.3,48.84815591376847,
39,48.84815591376847,TR1,TP1,start state,Material_2 instance N.3,49.33148924710181,R4
40,49.33148924710181,TR1,TP1,end state,Material_2 instance N.3,49.33148924710181,R4
41,49.33148924710181,TR1,TP1,start state,Material_2 instance N.3,49.81482258043514,R1
42,49.43603437928441,R3,Breakdownstate_1,end state,,49.43603437928441,
43,49.43603437928441,R3,P1,end interrupt,Material_3 instance N.0,64.91913133474404,
44,49.81482258043514,TR1,TP1,end state,Material_2 instance N.3,49.81482258043514,R1
45,49.81482258043514,R1,P2,start state,Material_2 instance N.3,64.81482258043513,
46,56.616506482747255,R2,P2,end state,Material_1 instance N.2,56.616506482747255,
47,56.616506482747255,TR1,TP1,start state,Material_1 instance N.2,57.09983981608059,R2
48,57.09983981608059,TR1,TP1,end state,Material_1 instance N.2,57.09983981608059,R2
49,57.09983981608059,TR1,TP1,start state,Material_1 instance N.2,57.58317314941392,R3
50,57.58317314941392,TR1,TP1,end state,Material_1 instance N.2,57.58317314941392,R3
51,61.4257312241246,R2,Breakdownstate_2,start state,,91.4257312241246,
52,64.81482258043513,R1,P2,end state,Material_2 instance N.3,64.81482258043513,
53,64.81482258043513,TR1,TP1,start state,Material_2 instance N.3,65.6314892471018,R1
54,64.91913133474404,R3,P1,end state,Material_3 instance N.0,64.91913133474404,
55,64.91913133474404,R3,P1,start state,Material_1 instance N.1,76.42304281519199,
56,64.91913133474404,R3,P3,start state,Material_1 instance N.2,90.7630093453712,
57,65.43335736130783,S3,S3,created material,Material_3 instance N.4,,
58,65.6314892471018,TR1,TP1,end state,Material_2 instance N.3,65.6314892471018,R1
59,65.6314892471018,TR1,TP1,start state,Material_2 instance N.3,66.11482258043513,R2
60,66.11482258043513,TR1,TP1,end state,Material_2 instance N.3,66.11482258043513,R2
61,72.95722934482406,TR2,Breakdownstate_1,end state,,72.95722934482406,
62,72.95722934482406,TR2,TP1,start state,Material_3 instance N.0,73.44056267815739,R3
63,73.44056267815739,TR2,TP1,end state,Material_3 instance N.0,73.44056267815739,R3
64,73.44056267815739,TR2,TP1,start state,Material_3 instance N.0,75.42389601149073,S3
65,75.42389601149073,TR2,TP1,end state,Material_3 instance N.0,75.42389601149073,S3
67,75.42389601149073,TR2,TP1,start state,Material_3 instance N.4,76.40722934482406,S3
66,75.42389601149073,S3,S3,finished material,Material_3 instance N.0,,
68,76.40722934482406,TR2,TP1,end state,Material_3 instance N.4,76.40722934482406,S3
69,76.40722934482406,TR2,TP1,start state,Material_3 instance N.4,77.55722934482407,R3
70,76.42304281519199,R3,P1,end state,Material_1 instance N.1,76.42304281519199,
71,76.42304281519199,TR1,TP1,start state,Material_1 instance N.1,76.90637614852533,R3
72,76.90637614852533,TR1,TP1,end state,Material_1 instance N.1,76.90637614852533,R3
73,76.90637614852533,TR1,TP1,start state,Material_1 instance N.1,77.38970948185866,R2
74,77.13768689768598,S2,S2,created material,Material_2 instance N.5,,
75,77.38970948185866,TR1,TP1,end state,Material_1 instance N.1,77.38970948185866,R2
76,77.38970948185866,TR1,TP1,start state,Material_2 instance N.5,78.53970948185867,S2
77,77.55722934482407,TR2,TP1,end state,Material_3 instance N.4,77.55722934482407,R3
78,77.55722934482407,R3,P3,start state,Material_3 instance N.4,100.69707660862277,
79,78.53970948185867,TR1,TP1,end state,Material_2 instance N.5,78.53970948185867,S2
80,78.53970948185867,TR1,TP1,start state,Material_2 instance N.5,79.68970948185867,R4
81,79.68970948185867,TR1,TP1,end state,Material_2 instance N.5,79.68970948185867,R4
82,79.68970948185867,R4,P1,start state,Material_2 instance N.5,94.23681619489044,
83,80.64636793034407,S3,S3,created material,Material_3 instance N.6,,
84,80.64636793034407,TR2,TP1,start state,Material_3 instance N.6,81.79636793034408,S3
85,81.79636793034408,TR2,TP1,end state,Material_3 instance N.6,81.79636793034408,S3
86,81.79636793034408,TR2,TP1,start state,Material_3 instance N.6,83.27970126367741,R4
87,83.27970126367741,TR2,TP1,end state,Material_3 instance N.6,83.27970126367741,R4
88,83.27970126367741,R4,P1,start state,Material_3 instance N.6,103.95958298987128,
91,83.8742721482873,R4,Breakdownstate_1,start state,,113.8742721482873,
89,83.8742721482873,R4,P1,start interrupt,Material_2 instance N.5,94.23681619489044,
90,83.8742721482873,R4,P1,start interrupt,Material_3 instance N.6,103.95958298987128,
92,90.45658515337891,S3,S3,created material,Material_3 instance N.7,,
93,90.45658515337891,TR1,TP1,start state,Material_3 instance N.7,91.93991848671224,S3
94,90.7630093453712,R3,P3,end state,Material_1 instance N.2,90.7630093453712,
95,90.7630093453712,TR2,TP1,start state,Material_1 instance N.2,91.24634267870454,R3
96,91.24634267870454,TR2,TP1,end state,Material_1 instance N.2,91.24634267870454,R3
97,91.24634267870454,TR2,TP1,start state,Material_1 instance N.2,93.39634267870454,SK1
98,91.4257312241246,R2,Breakdownstate_2,end state,,91.4257312241246,
99,91.4257312241246,R2,P3,start state,Material_2 instance N.3,113.00760734178623,
100,91.93991848671224,TR1,TP1,end state,Material_3 instance N.7,91.93991848671224,S3
101,91.93991848671224,TR1,TP1,start state,Material_3 instance N.7,93.08991848671225,R3
102,93.08991848671225,TR1,TP1,end state,Material_3 instance N.7,93.08991848671225,R3
103,93.08991848671225,R3,P1,start state,Material_3 instance N.7,101.54974158067374,
104,93.39634267870454,TR2,TP1,end state,Material_1 instance N.2,93.39634267870454,SK1
105,93.39634267870454,SK1,SK1,finished material,Material_1 instance N.2,,
106,100.69707660862277,R3,P3,end state,Material_3 instance N.4,100.69707660862277,
107,100.69707660862277,TR1,TP1,start state,Material_3 instance N.4,101.51374327528943,R1
108,101.51374327528943,TR1,TP1,end state,Material_3 instance N.4,101.51374327528943,R1
109,101.51374327528943,R1,P2,start state,Material_3 instance N.4,116.51374327528943,
110,101.54974158067374,R3,P1,end state,Material_3 instance N.7,101.54974158067374,
111,101.54974158067374,TR1,TP1,start state,Material_3 instance N.7,102.3664082473404,R3
112,102.347920877593,S3,S3,created material,Material_3 instance N.8,,
113,102.347920877593,TR2,TP1,start state,Material_3 instance N.8,103.497920877593,S3
114,102.3664082473404,TR1,TP1,end state,Material_3 instance N.7,102.3664082473404,R3
115,102.3664082473404,TR1,TP1,start state,Material_3 instance N.7,103.18307491400707,R1
116,103.18307491400707,TR1,TP1,end state,Material_3 instance N.7,103.18307491400707,R1
117,103.18307491400707,R1,P1,start state,Material_3 instance N.7,120.40794961481183,
118,103.497920877593,TR2,TP1,end state,Material_3 instance N.8,103.497920877593,S3
119,103.497920877593,TR2,TP1,start state,Material_3 instance N.8,104.98125421092634,R2
120,104.98125421092634,TR2,TP1,end state,Material_3 instance N.8,104.98125421092634,R2
121,113.00760734178623,R2,P3,end state,Material_2 instance N.3,113.00760734178623,
122,113.00760734178623,TR1,TP1,start state,Material_2 instance N.3,113.49094067511956,R2
123,113.00760734178623,R2,P2,start state,Material_1 instance N.1,128.00760734178624,
124,113.49094067511956,TR1,TP1,end state,Material_2 instance N.3,113.49094067511956,R2
125,113.49094067511956,TR1,TP1,start state,Material_2 instance N.3,113.9742740084529,R3
126,113.8742721482873,R4,Breakdownstate_1,end state,,113.8742721482873,
127,113.8742721482873,R4,P1,end interrupt,Material_2 instance N.5,124.23681619489044,
128,113.8742721482873,R4,P1,end interrupt,Material_3 instance N.6,133.95958298987128,
129,113.9742740084529,TR1,TP1,end state,Material_2 instance N.3,113.9742740084529,R3
130,113.9742740084529,R3,P1,start state,Material_2 instance N.3,134.30614961479375,
131,116.51374327528943,R1,P2,end state,Material_3 instance N.4,116.51374327528943,
132,116.51374327528943,TR1,TP1,start state,Material_3 instance N.4,117.33040994195609,R1
133,117.33040994195609,TR1,TP1,end state,Material_3 instance N.4,117.33040994195609,R1
134,117.33040994195609,TR1,TP1,start state,Material_3 instance N.4,117.81374327528943,R4
135,117.81374327528943,TR1,TP1,end state,Material_3 instance N.4,117.81374327528943,R4
136,120.40794961481183,R1,P1,end state,Material_3 instance N.7,120.40794961481183,
137,120.40794961481183,TR2,TP1,start state,Material_3 instance N.7,120.89128294814516,R1
138,120.89128294814516,TR2,TP1,end state,Material_3 instance N.7,120.89128294814516,R1
139,120.89128294814516,TR2,TP1,start state,Material_3 instance N.7,123.54128294814517,S3
140,123.54128294814517,TR2,TP1,end state,Material_3 instance N.7,123.54128294814517,S3
141,123.54128294814517,S3,S3,finished material,Material_3 instance N.7,,
142,124.23681619489044,R4,P1,end state,Material_2 instance N.5,124.23681619489044,
143,124.23681619489044,TR2,TP1,start state,Material_2 instance N.5,126.5534828615571,R4
144,124.23681619489044,R4,P1,start state,Material_3 instance N.4,138.8771183089133,
145,126.5534828615571,TR2,TP1,end state,Material_2 instance N.5,126.5534828615571,R4
146,126.5534828615571,TR2,TP1,start state,Material_2 instance N.5,127.03681619489043,R1
147,127.03681619489043,TR2,TP1,end state,Material_2 instance N.5,127.03681619489043,R1
148,127.03681619489043,R1,P2,start state,Material_2 instance N.5,142.03681619489043,
149,128.00760734178624,R2,P2,end state,Material_1 instance N.1,128.00760734178624,
150,128.00760734178624,TR1,TP1,start state,Material_1 instance N.1,128.8242740084529,R2
151,128.00760734178624,R2,P3,start state,Material_3 instance N.8,144.60945389582258,
152,128.8242740084529,TR1,TP1,end state,Material_1 instance N.1,128.8242740084529,R2
153,128.8242740084529,TR1,TP1,start state,Material_1 instance N.1,129.30760734178622,R3
154,129.30760734178622,TR1,TP1,end state,Material_1 instance N.1,129.30760734178622,R3
155,129.30760734178622,R3,P3,start state,Material_1 instance N.1,154.2806261932526,
158,130.55695246997632,R4,Breakdownstate_1,start state,,160.55695246997632,
156,130.55695246997632,R4,P1,start interrupt,Material_3 instance N.4,138.8771183089133,
157,130.55695246997632,R4,P1,start interrupt,Material_3 instance N.6,133.95958298987128,
161,130.7099941768742,R3,Breakdownstate_1,start state,,160.7099941768742,
159,130.7099941768742,R3,P1,start interrupt,Material_2 instance N.3,134.30614961479375,
160,130.7099941768742,R3,P3,start interrupt,Material_1 instance N.1,154.2806261932526,
162,135.35480995986183,S1,S1,created material,Material_1 instance N.9,,
163,135.35480995986183,TR2,TP1,start state,Material_1 instance N.9,136.1714766265285,S1
164,136.1714766265285,TR2,TP1,end state,Material_1 instance N.9,136.1714766265285,S1
165,136.1714766265285,TR2,TP1,start state,Material_1 instance N.9,137.3214766265285,R4
166,137.3214766265285,TR2,TP1,end state,Material_1 instance N.9,137.3214766265285,R4
167,142.03681619489043,R1,P2,end state,Material_2 instance N.5,142.03681619489043,
168,142.03681619489043,TR2,TP1,start state,Material_2 instance N.5,142.52014952822375,R1
169,142.52014952822375,TR2,TP1,end state,Material_2 instance N.5,142.52014952822375,R1
170,142.52014952822375,TR2,TP1,start state,Material_2 instance N.5,143.00348286155707,R4
171,143.00348286155707,TR2,TP1,end state,Material_2 instance N.5,143.00348286155707,R4
172,144.60945389582258,R2,P3,end state,Material_3 instance N.8,144.60945389582258,
173,144.60945389582258,TR1,TP1,start state,Material_3 instance N.8,145.0927872291559,R2
174,145.0927872291559,TR1,TP1,end state,Material_3 instance N.8,145.0927872291559,R2
175,145.0927872291559,TR1,TP1,start state,Material_3 instance N.8,145.57612056248922,R1
176,145.57612056248922,TR1,TP1,end state,Material_3 instance N.8,145.57612056248922,R1
177,145.57612056248922,R1,P2,start state,Material_3 instance N.8,160.57612056248922,
178,148.24304423675187,S2,S2,created material,Material_2 instance N.10,,
179,148.24304423675187,TR2,TP1,start state,Material_2 instance N.10,149.39304423675188,S2
180,149.39304423675188,TR2,TP1,end state,Material_2 instance N.10,149.39304423675188,S2
181,149.39304423675188,TR2,TP1,start state,Material_2 instance N.10,150.20971090341854,R3
182,150.20971090341854,TR2,TP1,end state,Material_2 instance N.10,150.20971090341854,R3
184,160.0134157857451,R1,Breakdownstate_1,start state,,190.0134157857451,
183,160.0134157857451,R1,P2,start interrupt,Material_3 instance N.8,160.57612056248922,
185,160.55695246997632,R4,Breakdownstate_1,end state,,160.55695246997632,
186,160.55695246997632,R4,P1,end interrupt,Material_3 instance N.4,168.8771183089133,
187,160.55695246997632,R4,P1,end interrupt,Material_3 instance N.6,163.95958298987128,
188,160.7099941768742,R3,Breakdownstate_1,end state,,160.7099941768742,
189,160.7099941768742,R3,P1,end interrupt,Material_2 instance N.3,164.30614961479375,
190,160.7099941768742,R3,P3,end interrupt,Material_1 instance N.1,184.2806261932526,
191,163.95958298987128,R4,P1,end state,Material_3 instance N.6,163.95958298987128,
192,163.95958298987128,TR1,TP1,start state,Material_3 instance N.6,164.4429163232046,R4
193,163.95958298987128,R4,P1,start state,Material_1 instance N.9,178.5518682763454,
194,164.30614961479375,R3,P1,end state,Material_2 instance N.3,164.30614961479375,
195,164.30614961479375,R3,P1,start state,Material_2 instance N.10,184.18770720585655,
196,164.30614961479375,TR2,TP1,start state,Material_2 instance N.3,166.62281628146042,SK2
197,164.4429163232046,TR1,TP1,end state,Material_3 instance N.6,164.4429163232046,R4
198,164.4429163232046,TR1,TP1,start state,Material_3 instance N.6,164.92624965653792,R3
199,164.92624965653792,TR1,TP1,end state,Material_3 instance N.6,164.92624965653792,R3
200,166.46269056468628,S1,S1,created material,Material_1 instance N.11,,
201,166.62281628146042,TR2,TP1,end state,Material_2 instance N.3,166.62281628146042,SK2
203,166.62281628146042,TR2,TP1,start state,Material_1 instance N.11,170.27281628146042,S1
202,166.62281628146042,SK2,SK2,finished material,Material_2 instance N.3,,
204,168.8771183089133,R4,P1,end state,Material_3 instance N.4,168.8771183089133,
205,168.8771183089133,R4,P3,start state,Material_2 instance N.5,189.926184311883,
206,170.27281628146042,TR2,TP1,end state,Material_1 instance N.11,170.27281628146042,S1
207,170.27281628146042,TR2,TP1,start state,Material_1 instance N.11,171.08948294812708,R1
208,171.08948294812708,TR2,TP1,end state,Material_1 instance N.11,171.08948294812708,R1
209,171.08948294812708,TR2,TP1,start state,Material_3 instance N.4,171.5728162814604,R4
210,171.5728162814604,TR2,TP1,end state,Material_3 instance N.4,171.5728162814604,R4
211,171.5728162814604,TR2,TP1,start state,Material_3 instance N.4,173.88948294812707,S3
212,173.88948294812707,TR2,TP1,end state,Material_3 instance N.4,173.88948294812707,S3
213,173.88948294812707,S3,S3,finished material,Material_3 instance N.4,,
214,178.5518682763454,R4,P1,end state,Material_1 instance N.9,178.5518682763454,
215,178.5518682763454,TR1,TP1,start state,Material_1 instance N.9,179.03520160967872,R4
216,179.03520160967872,TR1,TP1,end state,Material_1 instance N.9,179.03520160967872,R4
217,179.03520160967872,TR1,TP1,start state,Material_1 instance N.9,179.51853494301204,R1
218,179.51853494301204,TR1,TP1,end state,Material_1 instance N.9,179.51853494301204,R1
219,179.87162034438006,S2,S2,created material,Material_2 instance N.12,,
220,179.87162034438006,TR2,TP1,start state,Material_2 instance N.12,181.18828701104673,S2
221,181.18828701104673,TR2,TP1,end state,Material_2 instance N.12,181.18828701104673,S2
222,181.18828701104673,TR2,TP1,start state,Material_2 instance N.12,182.0049536777134,R3
223,182.0049536777134,TR2,TP1,end state,Material_2 instance N.12,182.0049536777134,R3
224,184.18770720585655,R3,P1,end state,Material_2 instance N.10,184.18770720585655,
225,184.18770720585655,TR1,TP1,start state,Material_2 instance N.10,185.00437387252322,R3
226,184.18770720585655,R3,P1,start state,Material_3 instance N.6,200.00424381063397,
227,184.2806261932526,R3,P3,end state,Material_1 instance N.1,184.2806261932526,
228,184.2806261932526,TR2,TP1,start state,Material_1 instance N.1,186.4306261932526,SK1
229,185.00437387252322,TR1,TP1,end state,Material_2 instance N.10,185.00437387252322,R3
230,185.00437387252322,TR1,TP1,start state,Material_2 instance N.10,185.48770720585654,R2
231,185.48770720585654,TR1,TP1,end state,Material_2 instance N.10,185.48770720585654,R2
232,185.48770720585654,R2,P2,start state,Material_2 instance N.10,200.48770720585654,
233,186.4306261932526,TR2,TP1,end state,Material_1 instance N.1,186.4306261932526,SK1
234,186.4306261932526,SK1,SK1,finished material,Material_1 instance N.1,,
235,189.926184311883,R4,P3,end state,Material_2 instance N.5,189.926184311883,
236,189.926184311883,TR2,TP1,start state,Material_2 instance N.5,192.4095176452163,R4
237,190.0134157857451,R1,Breakdownstate_1,end state,,190.0134157857451,
239,190.0134157857451,R1,P2,end interrupt,Material_3 instance N.8,190.57612056248922,
238,190.0134157857451,R1,P1,start state,Material_1 instance N.11,203.42437874726937,
240,190.57612056248922,R1,P2,end state,Material_3 instance N.8,190.57612056248922,
241,190.57612056248922,TR1,TP1,start state,Material_3 instance N.8,191.05945389582254,R1
242,190.57612056248922,R1,P2,start state,Material_1 instance N.9,205.57612056248922,
243,191.05945389582254,TR1,TP1,end state,Material_3 instance N.8,191.05945389582254,R1
244,191.05945389582254,TR1,TP1,start state,Material_3 instance N.8,191.20945389582255,R1
245,191.20945389582255,TR1,TP1,end state,Material_3 instance N.8,191.20945389582255,R1
246,192.4095176452163,TR2,TP1,end state,Material_2 instance N.5,192.4095176452163,R4
247,192.4095176452163,TR2,TP1,start state,Material_2 instance N.5,192.55951764521632,R4
248,192.55951764521632,TR2,TP1,end state,Material_2 instance N.5,192.55951764521632,R4
249,192.55951764521632,R4,P1,start state,Material_2 instance N.5,203.40132556952298,
250,196.52093189081765,S1,S1,created material,Material_1 instance N.13,,
251,196.52093189081765,TR1,TP1,start state,Material_1 instance N.13,197.3375985574843,S1
252,197.3375985574843,TR1,TP1,end state,Material_1 instance N.13,197.3375985574843,S1
253,197.3375985574843,TR1,TP1,start state,Material_1 instance N.13,198.15426522415098,R1
254,198.15426522415098,TR1,TP1,end state,Material_1 instance N.13,198.15426522415098,R1
255,200.00424381063397,R3,P1,end state,Material_3 instance N.6,200.00424381063397,
256,200.00424381063397,R3,P1,start state,Material_2 instance N.12,218.11095421495776,
257,200.00424381063397,TR1,TP1,start state,Material_3 instance N.6,200.82091047730063,R3
258,200.48770720585654,R2,P2,end state,Material_2 instance N.10,200.48770720585654,
259,200.48770720585654,TR2,TP1,start state,Material_2 instance N.10,201.3043738725232,R2
260,200.82091047730063,TR1,TP1,end state,Material_3 instance N.6,200.82091047730063,R3
261,200.82091047730063,TR1,TP1,start state,Material_3 instance N.6,202.80424381063395,S3
262,201.3043738725232,TR2,TP1,end state,Material_2 instance N.10,201.3043738725232,R2
263,201.3043738725232,TR2,TP1,start state,Material_2 instance N.10,201.4543738725232,R2
264,201.4543738725232,TR2,TP1,end state,Material_2 instance N.10,201.4543738725232,R2
265,201.4543738725232,R2,P3,start state,Material_2 instance N.10,230.95331714841228,
266,202.80424381063395,TR1,TP1,end state,Material_3 instance N.6,202.80424381063395,S3
267,202.80424381063395,S3,S3,finished material,Material_3 instance N.6,,
268,203.40132556952298,R4,P1,end state,Material_2 instance N.5,203.40132556952298,
269,203.40132556952298,TR2,TP1,start state,Material_2 instance N.5,204.21799223618964,R4
270,203.42437874726937,R1,P1,end state,Material_1 instance N.11,203.42437874726937,
271,203.42437874726937,TR1,TP1,start state,Material_1 instance N.11,206.07437874726938,R1
272,203.42437874726937,R1,P1,start state,Material_3 instance N.8,217.48696624956617,
273,204.21799223618964,TR2,TP1,end state,Material_2 instance N.5,204.21799223618964,R4
274,204.21799223618964,TR2,TP1,start state,Material_2 instance N.5,206.86799223618965,SK2
276,205.27931302260703,R3,Breakdownstate_2,start state,,235.27931302260703,
275,205.27931302260703,R3,P1,start interrupt,Material_2 instance N.12,218.11095421495776,
277,205.57612056248922,R1,P2,end state,Material_1 instance N.9,205.57612056248922,
278,205.57612056248922,R1,P1,start state,Material_1 instance N.13,216.7829206438633,
279,206.07437874726938,TR1,TP1,end state,Material_1 instance N.11,206.07437874726938,R1
280,206.07437874726938,TR1,TP1,start state,Material_1 instance N.11,206.5577120806027,R2
281,206.5577120806027,TR1,TP1,end state,Material_1 instance N.11,206.5577120806027,R2
282,206.86799223618965,TR2,TP1,end state,Material_2 instance N.5,206.86799223618965,SK2
284,206.86799223618965,TR2,TP1,start state,Material_1 instance N.9,209.85132556952297,R1
283,206.86799223618965,SK2,SK2,finished material,Material_2 instance N.5,,
285,209.85132556952297,TR2,TP1,end state,Material_1 instance N.9,209.85132556952297,R1
286,209.85132556952297,TR2,TP1,start state,Material_1 instance N.9,210.66799223618963,R3
287,210.66799223618963,TR2,TP1,end state,Material_1 instance N.9,210.66799223618963,R3
288,215.1787607904236,S3,S3,created material,Material_3 instance N.14,,
289,215.1787607904236,TR1,TP1,start state,Material_3 instance N.14,216.66209412375693,S3
290,215.38141274763734,S2,S2,created material,Material_2 instance N.15,,
291,215.38141274763734,TR2,TP1,start state,Material_2 instance N.15,216.198079414304,S2
292,216.198079414304,TR2,TP1,end state,Material_2 instance N.15,216.198079414304,S2
293,216.198079414304,TR2,TP1,start state,Material_2 instance N.15,217.348079414304,R4
294,216.66209412375693,TR1,TP1,end state,Material_3 instance N.14,216.66209412375693,S3
295,216.66209412375693,TR1,TP1,start state,Material_3 instance N.14,217.81209412375694,R3
296,216.75308759507794,S1,S1,created material,Material_1 instance N.16,,
297,216.7829206438633,R1,P1,end state,Material_1 instance N.13,216.7829206438633,
298,217.348079414304,TR2,TP1,end state,Material_2 instance N.15,217.348079414304,R4
299,217.348079414304,TR2,TP1,start state,Material_1 instance N.13,217.83141274763733,R1
300,217.348079414304,R4,P1,start state,Material_2 instance N.15,222.96843335390062,
301,217.48696624956617,R1,P1,end state,Material_3 instance N.8,217.48696624956617,
302,217.81209412375694,TR1,TP1,end state,Material_3 instance N.14,217.81209412375694,R3
303,217.81209412375694,TR1,TP1,start state,Material_1 instance N.16,219.29542745709026,S1
304,217.83141274763733,TR2,TP1,end state,Material_1 instance N.13,217.83141274763733,R1
305,217.83141274763733,TR2,TP1,start state,Material_1 instance N.13,217.98141274763734,R1
306,217.98141274763734,TR2,TP1,end state,Material_1 instance N.13,217.98141274763734,R1
307,217.98141274763734,TR2,TP1,start state,Material_3 instance N.8,220.63141274763734,S3
308,217.98141274763734,R1,P2,start state,Material_1 instance N.13,232.98141274763734,
309,219.29542745709026,TR1,TP1,end state,Material_1 instance N.16,219.29542745709026,S1
310,219.29542745709026,TR1,TP1,start state,Material_1 instance N.16,220.11209412375692,R1
311,220.11209412375692,TR1,TP1,end state,Material_1 instance N.16,220.11209412375692,R1
312,220.11209412375692,R1,P1,start state,Material_1 instance N.16,229.00057825749897,
313,220.63141274763734,TR2,TP1,end state,Material_3 instance N.8,220.63141274763734,S3
314,220.63141274763734,S3,S3,finished material,Material_3 instance N.8,,
315,222.96843335390062,R4,P1,end state,Material_2 instance N.15,222.96843335390062,
316,222.96843335390062,TR1,TP1,start state,Material_2 instance N.15,223.45176668723394,R4
317,223.45176668723394,TR1,TP1,end state,Material_2 instance N.15,223.45176668723394,R4
318,223.45176668723394,TR1,TP1,start state,Material_2 instance N.15,223.93510002056726,R1
319,223.5491751305662,S2,S2,created material,Material_2 instance N.17,,
320,223.5491751305662,TR2,TP1,start state,Material_2 instance N.17,224.86584179723286,S2
321,223.93510002056726,TR1,TP1,end state,Material_2 instance N.15,223.93510002056726,R1
322,224.86584179723286,TR2,TP1,end state,Material_2 instance N.17,224.86584179723286,S2
323,224.86584179723286,TR2,TP1,start state,Material_2 instance N.17,226.34917513056618,R1
324,226.34917513056618,TR2,TP1,end state,Material_2 instance N.17,226.34917513056618,R1
325,229.00057825749897,R1,P1,end state,Material_1 instance N.16,229.00057825749897,
326,229.00057825749897,TR1,TP1,start state,Material_1 instance N.16,229.15057825749898,R1
327,229.15057825749898,TR1,TP1,end state,Material_1 instance N.16,229.15057825749898,R1
328,230.95331714841228,R2,P3,end state,Material_2 instance N.10,230.95331714841228,
329,230.95331714841228,TR2,TP1,start state,Material_2 instance N.10,231.4366504817456,R2
330,230.95331714841228,R2,P2,start state,Material_1 instance N.11,245.95331714841228,
331,231.4366504817456,TR2,TP1,end state,Material_2 instance N.10,231.4366504817456,R2
332,231.4366504817456,TR2,TP1,start state,Material_2 instance N.10,232.25331714841226,R4
333,232.25331714841226,TR2,TP1,end state,Material_2 instance N.10,232.25331714841226,R4
334,232.25331714841226,R4,P1,start state,Material_2 instance N.10,239.81526520393257,
335,232.64718296672046,S2,S2,created material,Material_2 instance N.18,,
336,232.64718296672046,TR1,TP1,start state,Material_2 instance N.18,234.13051630005378,S2
337,232.98141274763734,R1,P2,end state,Material_1 instance N.13,232.98141274763734,
338,232.98141274763734,R1,P2,start state,Material_2 instance N.15,247.98141274763734,
339,232.98141274763734,TR2,TP1,start state,Material_1 instance N.13,233.46474608097066,R1
340,232.98141274763734,R1,P1,start state,Material_2 instance N.17,255.28838294347952,
